directed_pair_id,score
SCF:0000001|AC,0.075610
SCF:0000001|AD,0.948414
SCF:0000002|AC,0.075610
SCF:0000002|AD,0.697138
SCF:0000004|AC,0.023287
SCF:0000004|AD,0.984764
SCF:0000005|AC,0.023287
SCF:0000005|AD,0.976695
SCF:0000006|AC,0.023287
SCF:0000006|AD,0.998194
SCF:0000007|AC,0.036382
SCF:0000007|AD,0.955706
SCF:0000008|AC,0.036382
SCF:0000008|AD,0.399242
SCF:0000009|AC,0.309503
SCF:0000009|AD,0.309503
SCF:0000014|AC,0.174885
SCF:0000014|AD,0.918875
SCF:0000015|AC,0.174885
SCF:0000015|AD,0.971168
SCF:0000016|AC,0.174885
SCF:0000016|AD,0.959141
SCF:0000021|AC,0.115307
SCF:0000021|AD,0.950278
SCF:0000022|AC,0.115307
SCF:0000022|AD,0.886601
SCF:0000023|AC,0.002791
SCF:0000023|AD,0.973559
SCF:0000024|AC,0.090755
SCF:0000024|AD,0.955697
SCF:0000025|AC,0.010610
SCF:0000025|AD,0.990898
SCF:0000026|AC,0.018062
SCF:0000026|AD,0.980848
SCF:0000027|AC,0.018062
SCF:0000027|AD,0.965203
SCF:0000028|AC,0.010483
SCF:0000028|AD,0.689352
SCF:0000029|AC,0.010483
SCF:0000029|AD,0.783640
SCF:0000030|AC,0.010483
SCF:0000030|AD,0.684215
SCF:0000031|AC,0.063274
SCF:0000031|AD,0.775666
SCF:0000033|AC,0.027444
SCF:0000033|AD,0.949622
SCF:0000034|AC,0.027444
SCF:0000034|AD,0.995250
SCF:0000035|AC,0.027444
SCF:0000035|AD,0.998420
SCF:0000041|AC,0.089220
SCF:0000041|AD,0.982744
SCF:0000044|AC,0.295567
SCF:0000044|AD,0.954828
SCF:0000045|AC,0.295567
SCF:0000045|AD,0.846367
SCF:0000046|AC,0.505023
SCF:0000046|AD,0.841877
SCF:0000047|AC,0.020542
SCF:0000047|AD,0.991200
SCF:0000048|AC,0.020542
SCF:0000048|AD,0.958139
SCF:0000049|AC,0.036679
SCF:0000049|AD,0.958597
SCF:0000050|AC,0.071505
SCF:0000050|AD,0.987788
SCF:0000052|AC,0.084854
SCF:0000052|AD,0.467060
SCF:0000053|AC,0.039195
SCF:0000053|AD,0.707717
SCF:0000054|AC,0.127512
SCF:0000054|AD,0.672080
SCF:0000055|AC,0.035938
SCF:0000055|AD,0.826189
SCF:0000058|AC,0.151724
SCF:0000058|AD,0.793810
SCF:0000059|AC,0.151724
SCF:0000059|AD,0.753201
SCF:0000060|AC,0.151724
SCF:0000060|AD,0.428177
SCF:0000061|AC,0.455739
SCF:0000061|AD,0.792584
SCF:0000069|AC,0.356638
SCF:0000069|AD,0.976622
SCF:0000071|AC,0.017274
SCF:0000071|AD,0.892416
SCF:0000075|AC,0.500410
SCF:0000075|AD,0.898623
SCF:0000077|AC,0.063184
SCF:0000077|AD,0.877691
SCF:0000078|AC,0.063184
SCF:0000078|AD,0.771708
SCF:0000081|AC,0.035888
SCF:0000081|AD,0.903826
SCF:0000082|AC,0.035888
SCF:0000082|AD,0.893011
SCF:0000083|AC,0.075686
SCF:0000083|AD,0.961019
SCF:0000084|AC,0.014486
SCF:0000084|AD,0.934984
SCF:0000085|AC,0.014486
SCF:0000085|AD,0.910562
SCF:0000086|AC,0.022236
SCF:0000086|AD,0.956989
SCF:0000087|AC,0.177439
SCF:0000087|AD,0.965330
SCF:0000088|AC,0.029641
SCF:0000088|AD,0.864168
SCF:0000089|AC,0.011696
SCF:0000089|AD,0.996285
SCF:0000090|AC,0.011696
SCF:0000090|AD,0.991737
SCF:0000093|AC,0.010444
SCF:0000093|AD,0.980726
SCF:0000094|AC,0.016540
SCF:0000094|AD,0.987971
SCF:0000096|AC,0.422797
SCF:0000096|AD,0.422797
SCF:0000097|AC,0.018326
SCF:0000097|AD,0.950430
SCF:0000098|AC,0.018326
SCF:0000098|AD,0.947494
SCF:0000099|AC,0.018326
SCF:0000099|AD,0.978652
SCF:0000100|AC,0.010249
SCF:0000100|AD,0.991547
SCF:0000101|AC,0.010249
SCF:0000101|AD,0.997403
SCF:0000102|AC,0.100604
SCF:0000102|AD,0.958995
SCF:0000103|AC,0.106883
SCF:0000103|AD,0.958173
SCF:0000104|AC,0.106883
SCF:0000104|AD,0.989391
SCF:0000106|AC,0.019908
SCF:0000106|AD,0.934265
SCF:0000110|AC,0.108575
SCF:0000110|AD,0.422983
SCF:0000112|AC,0.305772
SCF:0000112|AD,0.903826
SCF:0000113|AC,0.018803
SCF:0000113|AD,0.979765
SCF:0000114|AC,0.174716
SCF:0000114|AD,0.698302
SCF:0000115|AC,0.174716
SCF:0000115|AD,0.971168
SCF:0000116|AC,0.174716
SCF:0000116|AD,0.934566
SCF:0000117|AC,0.046626
SCF:0000117|AD,0.989981
SCF:0000119|AC,0.019645
SCF:0000119|AD,0.912532
SCF:0000120|AC,0.019645
SCF:0000120|AD,0.955639
SCF:0000121|AC,0.016337
SCF:0000121|AD,0.982781
SCF:0000122|AC,0.019521
SCF:0000122|AD,0.991478
SCF:0000127|AC,0.015272
SCF:0000127|AD,0.995643
SCF:0000128|AC,0.015272
SCF:0000128|AD,0.965777
SCF:0000129|AC,0.015272
SCF:0000129|AD,0.979558
SCF:0000131|AC,0.040688
SCF:0000131|AD,0.992417
SCF:0000132|AC,0.058747
SCF:0000132|AD,0.977564
SCF:0000133|AC,0.058747
SCF:0000133|AD,0.973639
SCF:0000134|AC,0.027091
SCF:0000134|AD,0.984456
SCF:0000135|AC,0.013092
SCF:0000135|AD,0.986585
SCF:0000136|AC,0.013092
SCF:0000136|AD,0.982303
SCF:0000137|AC,0.001851
SCF:0000137|AD,0.967890
SCF:0000138|AC,0.050451
SCF:0000138|AD,0.942196
SCF:0000143|AC,0.046654
SCF:0000143|AD,0.981281
SCF:0000144|AC,0.486652
SCF:0000144|AD,0.857108
SCF:0000145|AC,0.170932
SCF:0000145|AD,0.784563
SCF:0000146|AC,0.170932
SCF:0000146|AD,0.871587
SCF:0000147|AC,0.170932
SCF:0000147|AD,0.878110
SCF:0000148|AC,0.019979
SCF:0000148|AD,0.983613
SCF:0000149|AC,0.019979
SCF:0000149|AD,0.879222
SCF:0000150|AC,0.019979
SCF:0000150|AD,0.674800
SCF:0000151|AC,0.082844
SCF:0000151|AD,0.981400
SCF:0000152|AC,0.082844
SCF:0000152|AD,0.985423
SCF:0000153|AC,0.512888
SCF:0000153|AD,0.804263
SCF:0000154|AC,0.008814
SCF:0000154|AD,0.989550
SCF:0000159|AC,0.049292
SCF:0000159|AD,0.955185
SCF:0000160|AC,0.049292
SCF:0000160|AD,0.960209
SCF:0000164|AC,0.042032
SCF:0000164|AD,0.970841
SCF:0000169|AC,0.296211
SCF:0000169|AD,0.861060
SCF:0000173|AC,0.074692
SCF:0000173|AD,0.943805
SCF:0000174|AC,0.019164
SCF:0000174|AD,0.966366
SCF:0000175|AC,0.019164
SCF:0000175|AD,0.963443
SCF:0000180|AC,0.131939
SCF:0000180|AD,0.805640
SCF:0000181|AC,0.131939
SCF:0000181|AD,0.990486
SCF:0000182|AC,0.626384
SCF:0000182|AD,0.926290
SCF:0000183|AC,0.626384
SCF:0000183|AD,0.959141
SCF:0000184|AC,0.031828
SCF:0000184|AD,0.757647
SCF:0000186|AC,0.239828
SCF:0000186|AD,0.807483
SCF:0000190|AC,0.023363
SCF:0000190|AD,0.984717
SCF:0000191|AC,0.023363
SCF:0000191|AD,0.983202
SCF:0000192|AC,0.139108
SCF:0000192|AD,0.188465
SCF:0000193|AC,0.139108
SCF:0000193|AD,0.986863
SCF:0000195|AC,0.026511
SCF:0000195|AD,0.996907
SCF:0000196|AC,0.026511
SCF:0000196|AD,0.963636
SCF:0000197|AC,0.163968
SCF:0000197|AD,0.790043
SCF:0000199|AC,0.022716
SCF:0000199|AD,0.983689
SCF:0000200|AC,0.022716
SCF:0000200|AD,0.986343
SCF:0000201|AC,0.021278
SCF:0000201|AD,0.941372
SCF:0000202|AC,0.021278
SCF:0000202|AD,0.971535
SCF:0000203|AC,0.021278
SCF:0000203|AD,0.970057
SCF:0000206|AC,0.019820
SCF:0000206|AD,0.983689
SCF:0000207|AC,0.019820
SCF:0000207|AD,0.986343
SCF:0000208|AC,0.035347
SCF:0000208|AD,0.443362
SCF:0000209|AC,0.114431
SCF:0000209|AD,0.971168
SCF:0000210|AC,0.114431
SCF:0000210|AD,0.698302
SCF:0000211|AC,0.114431
SCF:0000211|AD,0.961544
SCF:0000212|AC,0.136657
SCF:0000212|AD,0.961544
SCF:0000213|AC,0.136657
SCF:0000213|AD,0.915526
SCF:0000214|AC,0.136657
SCF:0000214|AD,0.934566
SCF:0000215|AC,0.152608
SCF:0000215|AD,0.937558
SCF:0000216|AC,0.018296
SCF:0000216|AD,0.946254
SCF:0000217|AC,0.018296
SCF:0000217|AD,0.994913
SCF:0000219|AC,0.013659
SCF:0000219|AD,0.990008
SCF:0000220|AC,0.025473
SCF:0000220|AD,0.980990
SCF:0000221|AC,0.025473
SCF:0000221|AD,0.984764
SCF:0000222|AC,0.025473
SCF:0000222|AD,0.998194
SCF:0000224|AC,0.077803
SCF:0000224|AD,0.982183
SCF:0000225|AC,0.027738
SCF:0000225|AD,0.991473
SCF:0000226|AC,0.027738
SCF:0000226|AD,0.816908
SCF:0000227|AC,0.027738
SCF:0000227|AD,0.951276
SCF:0000228|AC,0.017145
SCF:0000228|AD,0.967562
SCF:0000229|AC,0.017145
SCF:0000229|AD,0.968534
SCF:0000230|AC,0.017145
SCF:0000230|AD,0.983961
SCF:0000231|AC,0.005936
SCF:0000231|AD,0.885133
SCF:0000232|AC,0.012713
SCF:0000232|AD,0.974802
SCF:0000233|AC,0.012713
SCF:0000233|AD,0.992881
SCF:0000234|AC,0.012713
SCF:0000234|AD,0.911776
SCF:0000237|AC,0.027649
SCF:0000237|AD,0.890738
SCF:0000238|AC,0.027649
SCF:0000238|AD,0.784100
SCF:0000239|AC,0.027649
SCF:0000239|AD,0.794366
SCF:0000240|AC,0.027763
SCF:0000240|AD,0.971879
SCF:0000241|AC,0.027763
SCF:0000241|AD,0.980805
SCF:0000248|AC,0.072511
SCF:0000248|AD,0.955342
SCF:0000249|AC,0.072511
SCF:0000249|AD,0.637324
SCF:0000250|AC,0.071495
SCF:0000250|AD,0.997352
SCF:0000251|AC,0.071495
SCF:0000251|AD,0.993268
SCF:0000254|AC,0.072347
SCF:0000254|AD,0.993052
SCF:0000255|AC,0.014443
SCF:0000255|AD,0.982543
SCF:0000256|AC,0.014443
SCF:0000256|AD,0.983802
SCF:0000257|AC,0.014443
SCF:0000257|AD,0.958048
SCF:0000258|AC,0.410249
SCF:0000258|AD,0.431735
SCF:0000260|AC,0.023586
SCF:0000260|AD,0.988826
SCF:0000261|AC,0.023586
SCF:0000261|AD,0.978996
SCF:0000262|AC,0.010967
SCF:0000262|AD,0.882187
SCF:0000263|AC,0.010967
SCF:0000263|AD,0.933515
SCF:0000264|AC,0.010967
SCF:0000264|AD,0.911834
SCF:0000265|AC,0.039996
SCF:0000265|AD,0.697124
SCF:0000266|AC,0.070764
SCF:0000266|AD,0.950983
SCF:0000267|AC,0.070764
SCF:0000267|AD,0.996245
SCF:0000268|AC,0.008993
SCF:0000268|AD,0.994905
SCF:0000269|AC,0.030039
SCF:0000269|AD,0.995131
SCF:0000271|AC,0.050789
SCF:0000271|AD,0.794780
SCF:0000272|AC,0.050789
SCF:0000272|AD,0.632239
SCF:0000273|AC,0.073899
SCF:0000273|AD,0.832178
SCF:0000274|AC,0.044159
SCF:0000274|AD,0.965496
SCF:0000275|AC,0.008084
SCF:0000275|AD,0.955822
SCF:0000276|AC,0.050184
SCF:0000276|AD,0.968265
SCF:0000277|AC,0.368691
SCF:0000277|AD,0.019486
SCF:0000288|AC,0.135547
SCF:0000288|AD,0.742224
SCF:0000291|AC,0.016433
SCF:0000291|AD,0.981960
SCF:0000292|AC,0.218483
SCF:0000292|AD,0.308036
SCF:0000293|AC,0.024799
SCF:0000293|AD,0.775644
SCF:0000294|AC,0.029191
SCF:0000294|AD,0.876624
SCF:0000295|AC,0.029191
SCF:0000295|AD,0.559780
SCF:0000296|AC,0.029191
SCF:0000296|AD,0.976514
SCF:0000299|AC,0.041020
SCF:0000299|AD,0.963668
SCF:0000300|AC,0.041020
SCF:0000300|AD,0.962763
SCF:0000301|AC,0.019321
SCF:0000301|AD,0.807586
SCF:0000302|AC,0.019321
SCF:0000302|AD,0.925981
SCF:0000303|AC,0.019321
SCF:0000303|AD,0.940233
SCF:0000304|AC,0.034930
SCF:0000304|AD,0.975130
SCF:0000305|AC,0.019177
SCF:0000305|AD,0.980043
SCF:0000306|AC,0.019177
SCF:0000306|AD,0.971920
SCF:0000307|AC,0.019177
SCF:0000307|AD,0.977037
SCF:0000308|AC,0.019392
SCF:0000308|AD,0.903907
SCF:0000309|AC,0.129262
SCF:0000309|AD,0.969539
SCF:0000310|AC,0.129262
SCF:0000310|AD,0.961334
SCF:0000312|AC,0.084495
SCF:0000312|AD,0.097018
SCF:0000314|AC,0.084495
SCF:0000314|AD,0.929051
SCF:0000315|AC,0.050346
SCF:0000315|AD,0.659708
SCF:0000316|AC,0.050346
SCF:0000316|AD,0.989186
SCF:0000317|AC,0.050346
SCF:0000317|AD,0.377313
SCF:0000323|AC,0.022950
SCF:0000323|AD,0.950482
SCF:0000324|AC,0.022950
SCF:0000324|AD,0.944085
SCF:0000325|AC,0.077252
SCF:0000325|AD,0.802494
SCF:0000327|AC,0.035463
SCF:0000327|AD,0.968265
SCF:0000328|AC,0.112325
SCF:0000328|AD,0.869542
SCF:0000329|AC,0.007968
SCF:0000329|AD,0.998078
SCF:0000330|AC,0.034150
SCF:0000330|AD,0.976343
SCF:0000331|AC,0.034150
SCF:0000331|AD,0.950430
SCF:0000332|AC,0.034150
SCF:0000332|AD,0.987226
SCF:0000333|AC,0.009423
SCF:0000333|AD,0.987461
SCF:0000334|AC,0.009423
SCF:0000334|AD,0.997039
SCF:0000335|AC,0.016549
SCF:0000335|AD,0.923047
SCF:0000336|AC,0.194131
SCF:0000336|AD,0.814485
SCF:0000337|AC,0.011576
SCF:0000337|AD,0.846057
SCF:0000338|AC,0.011576
SCF:0000338|AD,0.764439
SCF:0000339|AC,0.011576
SCF:0000339|AD,0.932519
SCF:0000340|AC,0.574984
SCF:0000340|AD,0.051844
SCF:0000341|AC,0.574984
SCF:0000341|AD,0.986762
SCF:0000342|AC,0.574984
SCF:0000342|AD,0.986762
SCF:0000343|AC,0.025307
SCF:0000343|AD,0.991546
