directed_pair_id,score
SCF:0000001|AC,0.945738
SCF:0000001|AD,0.987204
SCF:0000002|AC,0.945738
SCF:0000002|AD,0.863312
SCF:0000004|AC,0.573429
SCF:0000004|AD,0.996422
SCF:0000005|AC,0.573429
SCF:0000005|AD,0.996405
SCF:0000006|AC,0.573429
SCF:0000006|AD,0.999098
SCF:0000007|AC,0.073891
SCF:0000007|AD,0.986047
SCF:0000008|AC,0.073891
SCF:0000008|AD,0.905925
SCF:0000009|AC,0.996226
SCF:0000009|AD,0.996226
SCF:0000014|AC,0.991213
SCF:0000014|AD,0.996422
SCF:0000015|AC,0.991213
SCF:0000015|AD,0.992974
SCF:0000016|AC,0.991213
SCF:0000016|AD,0.986264
SCF:0000021|AC,0.856595
SCF:0000021|AD,0.964496
SCF:0000022|AC,0.856595
SCF:0000022|AD,0.970481
SCF:0000023|AC,0.998911
SCF:0000023|AD,0.996612
SCF:0000024|AC,0.998979
SCF:0000024|AD,0.996018
SCF:0000025|AC,0.114940
SCF:0000025|AD,0.995189
SCF:0000026|AC,0.010419
SCF:0000026|AD,0.994202
SCF:0000027|AC,0.010419
SCF:0000027|AD,0.993381
SCF:0000028|AC,0.888134
SCF:0000028|AD,0.890287
SCF:0000029|AC,0.888134
SCF:0000029|AD,0.878056
SCF:0000030|AC,0.888134
SCF:0000030|AD,0.812742
SCF:0000031|AC,0.915153
SCF:0000031|AD,0.933839
SCF:0000033|AC,0.465520
SCF:0000033|AD,0.982546
SCF:0000034|AC,0.465520
SCF:0000034|AD,0.991546
SCF:0000035|AC,0.465520
SCF:0000035|AD,0.987362
SCF:0000041|AC,0.998509
SCF:0000041|AD,0.997558
SCF:0000044|AC,0.972206
SCF:0000044|AD,0.994019
SCF:0000045|AC,0.972206
SCF:0000045|AD,0.957068
SCF:0000046|AC,0.977912
SCF:0000046|AD,0.973148
SCF:0000047|AC,0.006257
SCF:0000047|AD,0.996684
SCF:0000048|AC,0.006257
SCF:0000048|AD,0.988087
SCF:0000049|AC,0.038006
SCF:0000049|AD,0.997207
SCF:0000050|AC,0.882615
SCF:0000050|AD,0.980746
SCF:0000052|AC,0.264104
SCF:0000052|AD,0.858505
SCF:0000053|AC,0.441711
SCF:0000053|AD,0.855110
SCF:0000054|AC,0.816278
SCF:0000054|AD,0.892832
SCF:0000055|AC,0.313184
SCF:0000055|AD,0.789302
SCF:0000058|AC,0.677938
SCF:0000058|AD,0.740664
SCF:0000059|AC,0.677938
SCF:0000059|AD,0.832294
SCF:0000060|AC,0.677938
SCF:0000060|AD,0.516843
SCF:0000061|AC,0.535191
SCF:0000061|AD,0.780128
SCF:0000069|AC,0.917919
SCF:0000069|AD,0.987759
SCF:0000071|AC,0.450432
SCF:0000071|AD,0.979883
SCF:0000075|AC,0.828471
SCF:0000075|AD,0.959005
SCF:0000077|AC,0.793359
SCF:0000077|AD,0.987449
SCF:0000078|AC,0.793359
SCF:0000078|AD,0.974512
SCF:0000081|AC,0.021169
SCF:0000081|AD,0.956901
SCF:0000082|AC,0.021169
SCF:0000082|AD,0.923536
SCF:0000083|AC,0.026184
SCF:0000083|AD,0.989288
SCF:0000084|AC,0.007698
SCF:0000084|AD,0.983727
SCF:0000085|AC,0.007698
SCF:0000085|AD,0.968287
SCF:0000086|AC,0.020037
SCF:0000086|AD,0.993795
SCF:0000087|AC,0.920550
SCF:0000087|AD,0.992696
SCF:0000088|AC,0.700797
SCF:0000088|AD,0.989570
SCF:0000089|AC,0.994674
SCF:0000089|AD,0.998757
SCF:0000090|AC,0.994674
SCF:0000090|AD,0.995144
SCF:0000093|AC,0.143716
SCF:0000093|AD,0.980609
SCF:0000094|AC,0.507735
SCF:0000094|AD,0.994421
SCF:0000096|AC,0.982217
SCF:0000096|AD,0.982217
SCF:0000097|AC,0.974067
SCF:0000097|AD,0.998789
SCF:0000098|AC,0.974067
SCF:0000098|AD,0.995302
SCF:0000099|AC,0.974067
SCF:0000099|AD,0.997590
SCF:0000100|AC,0.038302
SCF:0000100|AD,0.997467
SCF:0000101|AC,0.038302
SCF:0000101|AD,0.999171
SCF:0000102|AC,0.986062
SCF:0000102|AD,0.992931
SCF:0000103|AC,0.981868
SCF:0000103|AD,0.990624
SCF:0000104|AC,0.981868
SCF:0000104|AD,0.997856
SCF:0000106|AC,0.036627
SCF:0000106|AD,0.986819
SCF:0000110|AC,0.960470
SCF:0000110|AD,0.935741
SCF:0000112|AC,0.132412
SCF:0000112|AD,0.956901
SCF:0000113|AC,0.237874
SCF:0000113|AD,0.989081
SCF:0000114|AC,0.977536
SCF:0000114|AD,0.940586
SCF:0000115|AC,0.977536
SCF:0000115|AD,0.992974
SCF:0000116|AC,0.977536
SCF:0000116|AD,0.968438
SCF:0000117|AC,0.170136
SCF:0000117|AD,0.998269
SCF:0000119|AC,0.471716
SCF:0000119|AD,0.995655
SCF:0000120|AC,0.471716
SCF:0000120|AD,0.995526
SCF:0000121|AC,0.988225
SCF:0000121|AD,0.999194
SCF:0000122|AC,0.985303
SCF:0000122|AD,0.999229
SCF:0000127|AC,0.006655
SCF:0000127|AD,0.997641
SCF:0000128|AC,0.006655
SCF:0000128|AD,0.991933
SCF:0000129|AC,0.006655
SCF:0000129|AD,0.994617
SCF:0000131|AC,0.067747
SCF:0000131|AD,0.997404
SCF:0000132|AC,0.996767
SCF:0000132|AD,0.994186
SCF:0000133|AC,0.996767
SCF:0000133|AD,0.991653
SCF:0000134|AC,0.680543
SCF:0000134|AD,0.996800
SCF:0000135|AC,0.974693
SCF:0000135|AD,0.990413
SCF:0000136|AC,0.974693
SCF:0000136|AD,0.997503
SCF:0000137|AC,0.003584
SCF:0000137|AD,0.971523
SCF:0000138|AC,0.628050
SCF:0000138|AD,0.991593
SCF:0000143|AC,0.986324
SCF:0000143|AD,0.993768
SCF:0000144|AC,0.990594
SCF:0000144|AD,0.964610
SCF:0000145|AC,0.969070
SCF:0000145|AD,0.963910
SCF:0000146|AC,0.969070
SCF:0000146|AD,0.985565
SCF:0000147|AC,0.969070
SCF:0000147|AD,0.969726
SCF:0000148|AC,0.985833
SCF:0000148|AD,0.998001
SCF:0000149|AC,0.985833
SCF:0000149|AD,0.987862
SCF:0000150|AC,0.985833
SCF:0000150|AD,0.961201
SCF:0000151|AC,0.858430
SCF:0000151|AD,0.984894
SCF:0000152|AC,0.858430
SCF:0000152|AD,0.986202
SCF:0000153|AC,0.945795
SCF:0000153|AD,0.925985
SCF:0000154|AC,0.952403
SCF:0000154|AD,0.997603
SCF:0000159|AC,0.524815
SCF:0000159|AD,0.986903
SCF:0000160|AC,0.524815
SCF:0000160|AD,0.992957
SCF:0000164|AC,0.075574
SCF:0000164|AD,0.964060
SCF:0000169|AC,0.157862
SCF:0000169|AD,0.934687
SCF:0000173|AC,0.997405
SCF:0000173|AD,0.990697
SCF:0000174|AC,0.062513
SCF:0000174|AD,0.976660
SCF:0000175|AC,0.062513
SCF:0000175|AD,0.992508
SCF:0000180|AC,0.401404
SCF:0000180|AD,0.850744
SCF:0000181|AC,0.401404
SCF:0000181|AD,0.987227
SCF:0000182|AC,0.912845
SCF:0000182|AD,0.967865
SCF:0000183|AC,0.912845
SCF:0000183|AD,0.986264
SCF:0000184|AC,0.084907
SCF:0000184|AD,0.816713
SCF:0000186|AC,0.760307
SCF:0000186|AD,0.962297
SCF:0000190|AC,0.124220
SCF:0000190|AD,0.995258
SCF:0000191|AC,0.124220
SCF:0000191|AD,0.994562
SCF:0000192|AC,0.996268
SCF:0000192|AD,0.990756
SCF:0000193|AC,0.996268
SCF:0000193|AD,0.999277
SCF:0000195|AC,0.426854
SCF:0000195|AD,0.998231
SCF:0000196|AC,0.426854
SCF:0000196|AD,0.989228
SCF:0000197|AC,0.823710
SCF:0000197|AD,0.905732
SCF:0000199|AC,0.016173
SCF:0000199|AD,0.994739
SCF:0000200|AC,0.016173
SCF:0000200|AD,0.992508
SCF:0000201|AC,0.014096
SCF:0000201|AD,0.969720
SCF:0000202|AC,0.014096
SCF:0000202|AD,0.989751
SCF:0000203|AC,0.014096
SCF:0000203|AD,0.995137
SCF:0000206|AC,0.014041
SCF:0000206|AD,0.994739
SCF:0000207|AC,0.014041
SCF:0000207|AD,0.992508
SCF:0000208|AC,0.011979
SCF:0000208|AD,0.984594
SCF:0000209|AC,0.364270
SCF:0000209|AD,0.992974
SCF:0000210|AC,0.364270
SCF:0000210|AD,0.940586
SCF:0000211|AC,0.364270
SCF:0000211|AD,0.976392
SCF:0000212|AC,0.700624
SCF:0000212|AD,0.976392
SCF:0000213|AC,0.700624
SCF:0000213|AD,0.961010
SCF:0000214|AC,0.700624
SCF:0000214|AD,0.968438
SCF:0000215|AC,0.191371
SCF:0000215|AD,0.956980
SCF:0000216|AC,0.855916
SCF:0000216|AD,0.993955
SCF:0000217|AC,0.855916
SCF:0000217|AD,0.998628
SCF:0000219|AC,0.241773
SCF:0000219|AD,0.991875
SCF:0000220|AC,0.954070
SCF:0000220|AD,0.987202
SCF:0000221|AC,0.954070
SCF:0000221|AD,0.996422
SCF:0000222|AC,0.954070
SCF:0000222|AD,0.999098
SCF:0000224|AC,0.732409
SCF:0000224|AD,0.995409
SCF:0000225|AC,0.564807
SCF:0000225|AD,0.997352
SCF:0000226|AC,0.564807
SCF:0000226|AD,0.985881
SCF:0000227|AC,0.564807
SCF:0000227|AD,0.990265
SCF:0000228|AC,0.985672
SCF:0000228|AD,0.997414
SCF:0000229|AC,0.985672
SCF:0000229|AD,0.994299
SCF:0000230|AC,0.985672
SCF:0000230|AD,0.996957
SCF:0000231|AC,0.009368
SCF:0000231|AD,0.988349
SCF:0000232|AC,0.012641
SCF:0000232|AD,0.997982
SCF:0000233|AC,0.012641
SCF:0000233|AD,0.997914
SCF:0000234|AC,0.012641
SCF:0000234|AD,0.994108
SCF:0000237|AC,0.664740
SCF:0000237|AD,0.966416
SCF:0000238|AC,0.664740
SCF:0000238|AD,0.944686
SCF:0000239|AC,0.664740
SCF:0000239|AD,0.929362
SCF:0000240|AC,0.167334
SCF:0000240|AD,0.983431
SCF:0000241|AC,0.167334
SCF:0000241|AD,0.994281
SCF:0000248|AC,0.955573
SCF:0000248|AD,0.994442
SCF:0000249|AC,0.955573
SCF:0000249|AD,0.980268
SCF:0000250|AC,0.185106
SCF:0000250|AD,0.992852
SCF:0000251|AC,0.185106
SCF:0000251|AD,0.991179
SCF:0000254|AC,0.341838
SCF:0000254|AD,0.996782
