directed_pair_id,score
SCF:0000001|AC,0.928343
SCF:0000001|AD,0.970794
SCF:0000002|AC,0.928343
SCF:0000002|AD,0.845927
SCF:0000004|AC,0.449134
SCF:0000004|AD,0.993531
SCF:0000005|AC,0.449134
SCF:0000005|AD,0.994187
SCF:0000006|AC,0.449134
SCF:0000006|AD,0.999275
SCF:0000007|AC,0.049630
SCF:0000007|AD,0.972713
SCF:0000008|AC,0.049630
SCF:0000008|AD,0.696654
SCF:0000009|AC,0.992670
SCF:0000009|AD,0.992670
SCF:0000014|AC,0.989351
SCF:0000014|AD,0.995285
SCF:0000015|AC,0.989351
SCF:0000015|AD,0.992909
SCF:0000016|AC,0.989351
SCF:0000016|AD,0.984068
SCF:0000021|AC,0.876462
SCF:0000021|AD,0.979087
SCF:0000022|AC,0.876462
SCF:0000022|AD,0.948842
SCF:0000023|AC,0.998711
SCF:0000023|AD,0.995683
SCF:0000024|AC,0.998795
SCF:0000024|AD,0.998822
SCF:0000025|AC,0.172218
SCF:0000025|AD,0.997910
SCF:0000026|AC,0.009489
SCF:0000026|AD,0.982792
SCF:0000027|AC,0.009489
SCF:0000027|AD,0.985277
SCF:0000028|AC,0.842942
SCF:0000028|AD,0.880081
SCF:0000029|AC,0.842942
SCF:0000029|AD,0.859491
SCF:0000030|AC,0.842942
SCF:0000030|AD,0.796136
SCF:0000031|AC,0.846955
SCF:0000031|AD,0.818171
SCF:0000033|AC,0.022011
SCF:0000033|AD,0.854099
SCF:0000034|AC,0.022011
SCF:0000034|AD,0.993575
SCF:0000035|AC,0.022011
SCF:0000035|AD,0.995938
SCF:0000041|AC,0.991055
SCF:0000041|AD,0.993130
SCF:0000044|AC,0.975374
SCF:0000044|AD,0.994702
SCF:0000045|AC,0.975374
SCF:0000045|AD,0.963504
SCF:0000046|AC,0.978577
SCF:0000046|AD,0.977097
SCF:0000047|AC,0.010204
SCF:0000047|AD,0.993867
SCF:0000048|AC,0.010204
SCF:0000048|AD,0.982581
SCF:0000049|AC,0.046944
SCF:0000049|AD,0.992464
SCF:0000050|AC,0.756394
SCF:0000050|AD,0.961113
SCF:0000052|AC,0.158591
SCF:0000052|AD,0.529328
SCF:0000053|AC,0.252889
SCF:0000053|AD,0.869819
SCF:0000054|AC,0.857470
SCF:0000054|AD,0.937050
SCF:0000055|AC,0.149458
SCF:0000055|AD,0.714546
SCF:0000058|AC,0.762221
SCF:0000058|AD,0.871498
SCF:0000059|AC,0.762221
SCF:0000059|AD,0.894289
SCF:0000060|AC,0.762221
SCF:0000060|AD,0.634387
SCF:0000061|AC,0.649684
SCF:0000061|AD,0.852276
SCF:0000069|AC,0.944641
SCF:0000069|AD,0.977939
SCF:0000071|AC,0.498529
SCF:0000071|AD,0.994424
SCF:0000075|AC,0.897077
SCF:0000075|AD,0.855809
SCF:0000077|AC,0.068909
SCF:0000077|AD,0.985717
