directed_pair_id,score
SCF:0000001|AC,0.085203
SCF:0000001|AD,0.930034
SCF:0000002|AC,0.085203
SCF:0000002|AD,0.748318
SCF:0000004|AC,0.022604
SCF:0000004|AD,0.996735
SCF:0000005|AC,0.022604
SCF:0000005|AD,0.994465
SCF:0000006|AC,0.022604
SCF:0000006|AD,0.998711
SCF:0000007|AC,0.034912
SCF:0000007|AD,0.956488
SCF:0000008|AC,0.034912
SCF:0000008|AD,0.263104
SCF:0000009|AC,0.666306
SCF:0000009|AD,0.666306
SCF:0000014|AC,0.180432
SCF:0000014|AD,0.908548
SCF:0000015|AC,0.180432
SCF:0000015|AD,0.966252
SCF:0000016|AC,0.180432
SCF:0000016|AD,0.976534
SCF:0000021|AC,0.324815
SCF:0000021|AD,0.882236
SCF:0000022|AC,0.324815
SCF:0000022|AD,0.796583
SCF:0000023|AC,0.005175
SCF:0000023|AD,0.942090
SCF:0000024|AC,0.118353
SCF:0000024|AD,0.990370
SCF:0000025|AC,0.012415
SCF:0000025|AD,0.976320
SCF:0000026|AC,0.021049
SCF:0000026|AD,0.972454
SCF:0000027|AC,0.021049
SCF:0000027|AD,0.973551
SCF:0000028|AC,0.005570
SCF:0000028|AD,0.791016
SCF:0000029|AC,0.005570
SCF:0000029|AD,0.778758
SCF:0000030|AC,0.005570
SCF:0000030|AD,0.777419
SCF:0000031|AC,0.022848
SCF:0000031|AD,0.762074
SCF:0000033|AC,0.022504
SCF:0000033|AD,0.955007
SCF:0000034|AC,0.022504
SCF:0000034|AD,0.993052
SCF:0000035|AC,0.022504
SCF:0000035|AD,0.994318
SCF:0000041|AC,0.082477
SCF:0000041|AD,0.986692
SCF:0000044|AC,0.358819
SCF:0000044|AD,0.943643
SCF:0000045|AC,0.358819
SCF:0000045|AD,0.880724
SCF:0000046|AC,0.504998
SCF:0000046|AD,0.883021
SCF:0000047|AC,0.036584
SCF:0000047|AD,0.994659
SCF:0000048|AC,0.036584
SCF:0000048|AD,0.971548
SCF:0000049|AC,0.048271
SCF:0000049|AD,0.983054
SCF:0000050|AC,0.057929
SCF:0000050|AD,0.971163
SCF:0000052|AC,0.078521
SCF:0000052|AD,0.535432
SCF:0000053|AC,0.054340
SCF:0000053|AD,0.614757
SCF:0000054|AC,0.110112
SCF:0000054|AD,0.836322
SCF:0000055|AC,0.071533
SCF:0000055|AD,0.856469
SCF:0000058|AC,0.284906
SCF:0000058|AD,0.818912
SCF:0000059|AC,0.284906
SCF:0000059|AD,0.700906
SCF:0000060|AC,0.284906
SCF:0000060|AD,0.469440
SCF:0000061|AC,0.465612
SCF:0000061|AD,0.820012
SCF:0000069|AC,0.165480
SCF:0000069|AD,0.952915
SCF:0000071|AC,0.005220
SCF:0000071|AD,0.874326
SCF:0000075|AC,0.694740
SCF:0000075|AD,0.875797
SCF:0000077|AC,0.053621
SCF:0000077|AD,0.806052
SCF:0000078|AC,0.053621
SCF:0000078|AD,0.732578
SCF:0000081|AC,0.070782
SCF:0000081|AD,0.981358
SCF:0000082|AC,0.070782
SCF:0000082|AD,0.960842
SCF:0000083|AC,0.056682
SCF:0000083|AD,0.966244
SCF:0000084|AC,0.012449
SCF:0000084|AD,0.885593
SCF:0000085|AC,0.012449
SCF:0000085|AD,0.903570
SCF:0000086|AC,0.014567
SCF:0000086|AD,0.976032
SCF:0000087|AC,0.312364
SCF:0000087|AD,0.952899
SCF:0000088|AC,0.054631
SCF:0000088|AD,0.923562
SCF:0000089|AC,0.026536
SCF:0000089|AD,0.996760
SCF:0000090|AC,0.026536
SCF:0000090|AD,0.983142
SCF:0000093|AC,0.012597
SCF:0000093|AD,0.978975
SCF:0000094|AC,0.044700
SCF:0000094|AD,0.974757
SCF:0000096|AC,0.224542
SCF:0000096|AD,0.224542
SCF:0000097|AC,0.007821
SCF:0000097|AD,0.987447
SCF:0000098|AC,0.007821
SCF:0000098|AD,0.936253
SCF:0000099|AC,0.007821
SCF:0000099|AD,0.980336
SCF:0000100|AC,0.007746
SCF:0000100|AD,0.988247
SCF:0000101|AC,0.007746
SCF:0000101|AD,0.997995
SCF:0000102|AC,0.099234
SCF:0000102|AD,0.934684
SCF:0000103|AC,0.141410
SCF:0000103|AD,0.984640
SCF:0000104|AC,0.141410
SCF:0000104|AD,0.985425
SCF:0000106|AC,0.027639
SCF:0000106|AD,0.959842
SCF:0000110|AC,0.088143
SCF:0000110|AD,0.378059
SCF:0000112|AC,0.039496
SCF:0000112|AD,0.981358
SCF:0000113|AC,0.029536
SCF:0000113|AD,0.977940
SCF:0000114|AC,0.159782
SCF:0000114|AD,0.765928
SCF:0000115|AC,0.159782
SCF:0000115|AD,0.966252
SCF:0000116|AC,0.159782
SCF:0000116|AD,0.972414
SCF:0000117|AC,0.026812
SCF:0000117|AD,0.992560
SCF:0000119|AC,0.034479
SCF:0000119|AD,0.925344
SCF:0000120|AC,0.034479
SCF:0000120|AD,0.854526
SCF:0000121|AC,0.012456
SCF:0000121|AD,0.995161
SCF:0000122|AC,0.018596
SCF:0000122|AD,0.996859
SCF:0000127|AC,0.012525
SCF:0000127|AD,0.994204
SCF:0000128|AC,0.012525
SCF:0000128|AD,0.973737
SCF:0000129|AC,0.012525
SCF:0000129|AD,0.984554
SCF:0000131|AC,0.048351
SCF:0000131|AD,0.995948
SCF:0000132|AC,0.018816
SCF:0000132|AD,0.980242
SCF:0000133|AC,0.018816
SCF:0000133|AD,0.986283
SCF:0000134|AC,0.051417
SCF:0000134|AD,0.919210
SCF:0000135|AC,0.014741
SCF:0000135|AD,0.975337
SCF:0000136|AC,0.014741
SCF:0000136|AD,0.984412
SCF:0000137|AC,0.001307
SCF:0000137|AD,0.976393
SCF:0000138|AC,0.032161
SCF:0000138|AD,0.916157
SCF:0000143|AC,0.036977
SCF:0000143|AD,0.967089
SCF:0000144|AC,0.288911
SCF:0000144|AD,0.814546
