P0CX53	P0CX53
P0DM37	P0DM37
P0DOY7	P0DOY7
P0DP23	P0DP23
P0DP23	P0DP25
P0DP23	P0DP26
P0DP43	P0DP43
P0DPB6	P0DPB6
P10145	P10145
P10176	P10176
P10412	P10412
P11471	P11471
P11704	P11704
P11704	P38550
P12004	P12004
P12239	P12239
P12239	A0ACD6B9L6
P12239	Q08363
P12239	Q8DIN9
P12239	Q9TM21
P12240	P12240
P12240	O19882
P12240	P59763
P12240	Q8DJZ6
P12277	P12277
P12356	P12356
P12356	A0A4V8H008
P12356	I0Z7V3
P12464	P12464
P12754	P12754
P12853	P12853
P12873	P12873
P13073	P13073
P13382	P13382
P13393	P13393
P13619	P13619
P13619	A0A8D0MI69
P13621	P13621
P13639	P13639
P13671	P13671
P13987	P13987
P14224	P14224
P14225	P14225
P14225	A0A2P6U0J1
P14575	P14575
P14635	P14635
P14736	P14736
P14741	P14741
P14835	P14835
P14835	O19925
P14835	P19052
P14854	P14854
P14854	P00429
P15170	P15170
P15954	P15954
P16002	P16002
P16002	P00289
P16522	P16522
P16678	P16678
P16679	P16679
P16685	P16685
P16686	P16686
P16687	P16687
Q8N423	Q8N423
Q8N4V1	Q8N4V1
Q8N668	Q8N668
Q8N6L1	Q8N6L1
Q8N766	Q8N766
Q8N884	Q8N884
Q8NB91	Q8NB91
Q8NEZ3	Q8NEZ3
Q8NFG4	Q8NFG4
Q8SD63	Q8SD63
Q8SD64	Q8SD64
Q8SDC8	Q8SDC8
Q8SDD3	Q8SDD3
Q8TAF3	Q8TAF3
Q8TB45	Q8TB45
Q8TCD0	Q8TCD0
Q8TCD0	A2P1G9
Q8TCD0	P0DOX7
Q8TCD0	Q6GMX0
Q8TCD0	Q6P5S8
Q8TCD0	Q6PIL8
Q8TCD0	Q7Z3Y4
Q8TDU9	Q8TDU9
Q8TF46	Q8TF46
Q8TZK1	Q8TZK1
Q8U0Z7	Q8U0Z7
Q8U0Z8	Q8U0Z8
Q8U104	Q8U104
Q8U439	Q8U439
Q8WUB8	Q8WUB8
Q8WV22	Q8WV22
Q8WVM7	Q8WVM7
Q8WW43	Q8WW43
Q8WW43	Q96BI3
Q8WX92	Q8WX92
Q8YVQ2	Q8YVQ2
Q91VD9	Q91VD9
Q92316	Q92316
Q92352	Q92352
Q92399	Q92399
Q92574	Q92574
Q92759	Q92759
Q92905	Q92905
Q92966	Q92966
Q93034	Q93034
Q93100	Q93100
Q93SX0	Q93SX0
Q93SX0	P83794
Q94AQ8	Q94AQ8
Q95695	Q95695
Q969F8	Q969F8
Q969G3	Q969G3
Q969H6	Q969H6
Q969L4	Q969L4
Q969U7	Q969U7
Q96B26	Q96B26
Q96CS2	Q96CS2
Q96CS2	A0A8J1L9M8
Q96F46	Q96F46
Q96FW1	Q96FW1
Q96GG9	Q96GG9
Q96GM5	Q96GM5
Q96HW7	Q96HW7
Q96L50	Q96L50
Q96MF7	Q96MF7
Q96MG7	Q96MG7
Q96MG8	Q96MG8
Q96N11	Q96N11
Q96P70	Q96P70
Q96QK1	Q96QK1
Q96RJ0	Q96RJ0
Q96RY7	Q96RY7
Q96SY0	Q96SY0
Q97Z84	Q97Z84
Q980B8	Q980B8
Q980B8	B8YB65
Q980L5	Q980L5
Q980R1	Q980R1
Q980R1	B8YB55
Q980R2	Q980R2
Q980T8	Q980T8
Q980U8	Q980U8
Q99207	Q99207
Q99315	Q99315
Q99460	Q99460
Q99471	Q99471
Q99627	Q99627
Q99638	Q99638
Q99731	Q99731
Q99832	Q99832
Q99832	Q2NKZ1
Q99871	Q99871
Q9NZ32	Q9NZ32
Q9NZ42	Q9NZ42
Q9NZQ3	Q9NZQ3
Q9P000	Q9P000
Q9P0I2	Q9P0I2
Q9P1U0	Q9P1U0
Q9P2I0	Q9P2I0
Q9P2L0	Q9P2L0
Q9P2Y5	Q9P2Y5
Q9P4W1	Q9P4W1
Q9P6Q0	Q9P6Q0
Q9P7M1	Q9P7M1
Q9P7Y4	Q9P7Y4
Q9R1M7	Q9R1M7
Q9RSJ5	Q9RSJ5
Q9RSJ5	P0AG44
Q9RXK0	Q9RXK0
Q9SAJ3	Q9SAJ3
Q9SCY3	Q9SCY3
Q9SGH4	Q9SGH4
Q9SHE8	Q9SHE8
Q9SHE8	A0A2K1J0L9
Q9SHE8	P12355
Q9SHE8	P13192
Q9SK66	Q9SK66
Q9SMN1	Q9SMN1
Q9SN86	Q9SN86
Q9UBD5	Q9UBD5
Q9UBI1	Q9UBI1
Q9UBQ0	Q9UBQ0
Q9UGP5	Q9UGP5
Q9UHV9	Q9UHV9
Q9UJW0	Q9UJW0
Q9UJX2	Q9UJX2
Q9UJX3	Q9UJX3
Q9UJX4	Q9UJX4
Q9UJX5	Q9UJX5
Q9UJX6	Q9UJX6
Q9UKD2	Q9UKD2
Q9UKF6	Q9UKF6
Q9UKT4	Q9UKT4
Q9UL03	Q9UL03
Q9UM11	Q9UM11
Q9UNS2	Q9UNS2
Q9UP38	Q9UP38
Q9UPC5	Q9UPC5
Q9UQE7	Q9UQE7
Q9US45	Q9US45
Q9USH1	Q9USH1
Q9USP0	Q9USP0
Q9UTB6	Q9UTB6
Q9UUI1	Q9UUI1
Q9UXZ3	Q9UXZ3
Q9UY20	Q9UY20
Q9UYS3	Q9UYS3
Q9UZL4	Q9UZL4
Q9UZL4	Q8U1Y5
Q9V195	Q9V195
Q9V1U5	Q9V1U5
Q9V1U8	Q9V1U8
Q9V1V0	Q9V1V0
Q9V1V5	Q9V1V5
Q9V461	Q9V461
Q9V461	Q14566
Q9VA95	Q9VA95
Q9VBI1	Q9VBI1
Q9VEA5	Q9VEA5
Q9VEA5	O15514
Q9VEA5	A0A4X1VM56
Q9VF82	Q9VF82
Q9VGW6	Q9VGW6
Q9VGW6	P55862
Q9VLI9	Q9VLI9
Q9VQY9	Q9VQY9
Q9VSY8	Q9VSY8
Q9VSY8	P36149
Q9VUZ1	Q9VUZ1
Q9W2V7	Q9W2V7
Q9XFH4	Q9XFH4
Q9XI73	Q9XI73
Q9Y230	Q9Y230
Q9Y230	Q12464
Q9Y230	G0RYC2
Q9Y244	Q9Y244
Q9Y262	Q9Y262
Q9Y265	Q9Y265
Q9Y265	Q03940
Q9Y281	Q9Y281
P80967	P80967
P83795	P83795
P84077	P84077
P84098	P84098
P87108	P87108
P87123	P87123
P87173	P87173
P87306	P87306
P87310	P87310
P89102	P89102
P92276	P92276
P92277	P92277
P92558	P92558
P92558	B5TM92
P93313	P93313
P9WGG7	P9WGG7
P9WGH5	P9WGH5
P9WGH9	P9WGH9
P9WGZ1	P9WGZ1
P9WGZ1	A0QSL8
P9WH23	P9WH23
P9WIU9	P9WIU9
P9WP67	P9WP67
P9WP67	A0R049
P9WP69	P9WP69
P9WPS1	P9WPS1
P9WPU7	P9WPU7
P9WPU9	P9WPU9
P9WPU9	A0R201
P9WPV1	P9WPV1
P9WPV1	A0R1Z9
P9WPV3	P9WPV3
P9WPV7	P9WPV7
P9WPV7	A0R206
Q00361	Q00361
Q00403	Q00403
Q00578	Q00578
Q00597	Q00597
Q00916	Q00916
Q00959	Q00959
Q01080	Q01080
Q01780	Q01780
Q01855	Q01855
Q01855	A0A3Q7F5X2
Q02206	Q02206
Q02260	Q02260
Q02326	Q02326
Q02732	Q02732
Q02750	Q02750
Q02878	Q02878
Q03071	Q03071
Q03124	Q03124
Q03290	Q03290
Q03388	Q03388
Q03406	Q03406
Q03431	Q03431
Q03630	Q03630
Q03660	Q03660
Q03718	Q03718
Q03776	Q03776
Q03799	Q03799
Q04048	Q04048
Q04491	Q04491
Q04500	Q04500
Q04601	Q04601
Q04636	Q04636
Q04712	Q04712
Q05123	Q05123
Q05541	Q05541
Q05778	Q05778
Q05900	Q05900
Q05AW3	Q05AW3
Q06162	Q06162
Q06245	Q06245
Q06265	Q06265
Q06406	Q06406
Q06406	A6ZYX7
Q06488	Q06488
Q06675	Q06675
Q06AT4	Q06AT4
Q06AT5	Q06AT5
Q07325	Q07325
Q07657	Q07657
Q07896	Q07896
Q07913	Q07913
Q07930	Q07930
Q07979	Q07979
Q08032	Q08032
Q08162	Q08162
Q08491	Q08491
Q08683	Q08683
A0A4V8GZZ9	A0A4V8GZZ9
A0A4V8H000	A0A4V8H000
A0A4V8H000	Q75VY6
A0A4V8H000	A0A2P6TPR7
A0A4V8H004	A0A4V8H004
A0A4V8H004	A0A4V8H002
A0A4V8H004	A8IKC8
A0A4V8H004	I0YP76
A0A4V8H004	A0A2P6TMX4
A0A4V8H005	A0A4V8H005
A0A4V8H005	A4QJG7
A0A4V8H005	B8LEV1
A0A4V8H005	D0FXW7
A0A4V8H005	P10793
A0A4V8H005	P31556
A0A4V8H005	P62090
A0A4V8H005	P69416
A0A4V8H005	Q00914
A0A4V8H005	Q6YXQ2
A0A4V8H005	Q85G47
A0A4V8H007	A0A4V8H007
A0A4V8H007	P12352
A0A4V8H007	A0A2P6U4S6
A0A4X1SN37	A0A4X1SN37
A0A4X1TRS6	A0A4X1TRS6
A0A4X1TRS6	A0A8D0JYF1
A0A4X1TRS6	P53803
A0A4X1TRS6	Q9FLM8
A0A4X1VEK9	A0A4X1VEK9
A0A4X1VEK9	A0A8D1KNW4
A0A4X1VEK9	F2Z4C9
A0A4X1VEK9	P61218
A0A4X1VEK9	Q32PE0
A0A4X1VEK9	Q9FJ98
A0A4X1VEK9	C4R1V1
A0A4X1VEK9	P20435
A0A4X1VKG7	A0A4X1VKG7
A0A4X1VKG7	P62487
A0A4X1VKG7	Q5E9B8
A0A578	A0A578
A0A5C2G4I7	A0A5C2G4I7
A0A5C2G4I7	A0A5C2GTV1
A0A5C2G4I7	P01660
A0A5C2G4I7	P01665
A0A5C2G4I7	A0A5C2GVU3
A0A5C6J4N7	A0A5C6J4N7
A0A5H1ZR73	A0A5H1ZR73
A0A5H1ZR95	A0A5H1ZR95
A0A5M5QTL0	A0A5M5QTL0
A0A5S8WF82	A0A5S8WF82
A0A5S8WF89	A0A5S8WF89
A0A5S8WF89	A0A5S8WF79
A0A5S8WF91	A0A5S8WF91
A0A5S8WF91	A0A5S8WF81
A0A5S8WF91	A0A5S8WF90
A0A6P3ED73	A0A6P3ED73
A0A6P5C4T4	A0A6P5C4T4
A0A6P5C4T4	P61077
A0A6P5C4T4	P62837
A0A7M4DUC2	A0A7M4DUC2
A0A7M4DUC2	A0A8D1DPV6
A0A7M4DUC2	P04052
A0A7M4DUC2	P04050
A0A7M4DUC2	C4R4Y0
A0A836CVU8	A0A836CVU8
A0A8D0PK14	A0A8D0PK14
A0A8D0PK14	A0A0D9RSN1
A0A8D0PK14	D0VX31
A0A8D0PK14	F1SKM0
A0A8D0TE17	A0A8D0TE17
A0A8D0TE17	F1RKE4
A0A8D0TE17	Q32P79
A0A8D1AQR7	A0A8D1AQR7
A0A8D1AQR7	F2Z4H3
A0A8D1AQR7	I3LCB2
A0A8D1AQR7	P52434
A0A8D1GCS3	A0A8D1GCS3
A0A8D1GCS3	A0A287ADR4
A0A8D1NRT6	A0A8D1NRT6
A0A8D2A9I1	A0A8D2A9I1
A0A9R0IWV5	A0A9R0IWV5
A0A9R0J8B1	A0A9R0J8B1
A0A9R0J8B1	A0A2K1JLZ3
A0A9R0J8B1	A0A482JYH1
A0A9R0J8B1	Q01667
A0A9R0JBX6	A0A9R0JBX6
A0A9R0JBX6	A0A1S4CE74
A0A9R0JF29	A0A9R0JF29
A0A9R0JF29	A0A1S3YXM6
A0A9R0K533	A0A9R0K533
A0A9R0K7U8	A0A9R0K7U8
A0A9R0K7U8	A0A1S3YPU3
A0A9X9IKM4	A0A9X9IKM4
A0AA96C3P8	A0AA96C3P8
A0AA96C3P8	A0A9R0IP63
A0AAN0NP81	A0AAN0NP81
A0ACD6B989	A0ACD6B989
A0ACD6B9K7	A0ACD6B9K7
A0ACD6B9L8	A0ACD6B9L8
A0ACD6B9M6	A0ACD6B9M6
A0ACD6B9M6	A0ACD6B9M9
A0PGB2	A0PGB2
Q08749	Q08749
Q08920	Q08920
Q09177	Q09177
Q09191	Q09191
Q09191	F2QX94
Q09191	C4R3P8
Q09191	P20434
Q0IHJ3	Q0IHJ3
Q0IIM2	Q0IIM2
Q0VGL1	Q0VGL1
Q10317	Q10317
Q10477	Q10477
Q12004	Q12004
Q12025	Q12025
Q12049	Q12049
Q12124	Q12124
Q12149	Q12149
Q12250	Q12250
Q12277	Q12277
Q12308	Q12308
Q12321	Q12321
Q12330	Q12330
Q12379	Q12379
Q12406	Q12406
Q12415	Q12415
Q12431	Q12431
Q12432	Q12432
Q12440	Q12440
Q12488	Q12488
Q12493	Q12493
Q12509	Q12509
Q12530	Q12530
Q12745	Q12745
Q12748	Q12748
Q12824	Q12824
Q12834	Q12834
Q12980	Q12980
Q13042	Q13042
Q13084	Q13084
Q13098	Q13098
Q13200	Q13200
Q13216	Q13216
Q13309	Q13309
Q13352	Q13352
Q13415	Q13415
Q13426	Q13426
Q13435	Q13435
Q13616	Q13616
Q13617	Q13617
Q13618	Q13618
Q13619	Q13619
Q13765	Q13765
Q13868	Q13868
Q14141	Q14141
Q14181	Q14181
Q14683	Q14683
Q15019	Q15019
Q15024	Q15024
Q15054	Q15054
Q15276	Q15276
Q15369	Q15369
Q15370	Q15370
Q15382	Q15382
Q15477	Q15477
Q15543	Q15543
Q15819	Q15819
Q15843	Q15843
Q16181	Q16181
Q16531	Q16531
Q16533	Q16533
Q16552	Q16552
Q16602	Q16602
Q1HFW2	Q1HFW2
Q1HFW2	A4VE64
Q1HFX0	Q1HFX0
Q1HFX0	I7MCM8
Q1HFX4	Q1HFX4
Q1HGH8	Q1HGH8
Q1HGH9	Q1HGH9
Q1JP79	Q1JP79
Q1JP79	Q9WV32
Q1JQ97	Q1JQ97
Q229S1	Q229S1
Q22A67	Q22A67
Q22E95	Q22E95
Q22MV2	Q22MV2
Q22R86	Q22R86
Q22VV9	Q22VV9
Q22W32	Q22W32
Q22XT1	Q22XT1
Q22YU3	Q22YU3
Q23AJ0	Q23AJ0
Q23FU1	Q23FU1
Q23RH8	Q23RH8
Q23S01	Q23S01
Q23S05	Q23S05
Q23YW7	Q23YW7
P36053	P36053
P36056	P36056
P36070	P36070
P36100	P36100
P36121	P36121
P36160	P36160
P36161	P36161
P36578	P36578
P36954	P36954
P36954	P36958
P36954	P60899
P36954	Q32P73
P36954	Q6NLH0
P37382	P37382
P37382	C4R7L2
P37382	P16370
P37870	P37870
P37871	P37871
P37871	Q8CJT1
P38042	P38042
P38121	P38121
P38123	P38123
P38132	P38132
P38164	P38164
P38203	P38203
P38203	O94408
P38261	P38261
P38291	P38291
P38293	P38293
P38304	P38304
P38313	P38313
P38334	P38334
P38632	P38632
P38779	P38779
P38784	P38784
P38786	P38786
P38792	P38792
P38801	P38801
P38805	P38805
P38826	P38826
P38907	P38907
P39075	P39075
P39286	P39286
P39463	P39463
P39463	B8YB61
P39471	P39471
P39471	B8YB56
P39543	P39543
P39682	P39682
P39706	P39706
P39744	P39744
P39748	P39748
P39933	P39933
P40007	P40007
P40018	P40018
P40026	P40026
P40070	P40070
P40089	P40089
P40154	P40154
P40208	P40208
P40227	P40227
P40227	Q3MHL7
P40227	Q3T084
P40337	P40337
P40352	P40352
P40359	P40359
P40422	P40422
P40422	F2QMI1
P40422	C4QWA8
P40492	P40492
P40540	P40540
P40547	P40547
P40711	P40711
P40711	A0A024L8R9
P40937	P40937
P40938	P40938
P40992	P40992
P40993	P40993
P41143	P41143
P41143	P41145
P41205	P41205
P41227	P41227
P41543	P41543
P41586	P41586
P41806	P41806
P41812	P41812
P41895	P41895
P41896	P41896
P41910	P41910
P42060	P42060
P42060	Q2FW11
P42285	P42285
P42285	P47047
P42380	P42380
P42766	P42766
P43132	P43132
P43308	P43308
P43554	P43554
P43586	P43586
P43609	P43609
P43618	P43618
P43627	P43627
P43629	P43629
P45956	P45956
P46020	P46020
P46217	P46217
P46217	Q980K0
P46217	B8YB62
P46669	P46669
P46673	P46673
P46678	P46678
P16688	P16688
P16710	P16710
P16832	P16832
P16832	F5HCH8
P17106	P17106
P17291	P17291
P17291	P02359
P17291	A0A2V3F2U6
P17291	A0AAN0Y3T9
P17291	A0QS97
P17291	B7I7S0
P17291	C3SQS2
P17291	P21469
P17291	P48940
P17291	Q83ES8
P18384	P18384
P18507	P18507
P18526	P18526
P19054	P19054
P19054	Q9F1K9
P19054	A0ACD6B9M4
P19054	D0FXX2
P19054	P18263
P19263	P19263
P19658	P19658
P19878	P19878
P19909	P19909
P19947	P19947
P20042	P20042
P20226	P20226
P20248	P20248
P20290	P20290
P20339	P20339
P20429	P20429
P20433	P20433
P20459	P20459
P20459	P05198
P20504	P20504
P20504	O57204
P20618	P20618
P20635	P20635
P20674	P20674
P20979	P20979
P20980	P20980
P20986	P20986
P20998	P20998
P21082	P21082
P21087	P21087
P21087	O57233
P21468	P21468
P21468	Q2G113
P21471	P21471
P21471	A0A7I7K4Z0
P21471	A0QSD0
P21471	Q931G5
P21471	C3SQT7
P21471	A0AAN0Y0R4
P21471	B7IA40
P21471	E2RXT0
P21471	P0A7R5
P21471	Q5SHN7
P21471	Q83ES5
P21472	P21472
P21472	A0A071L394
P21472	A0A1B2U0C6
P21472	A0AAN0Y4G9
P21472	A0QS96
P21472	B7I7R9
P21472	C3SQR7
P21472	D0C9P6
P21472	P0A0H0
P21472	P0A7S3
P21472	Q5SHN3
P21472	Q839H1
P21477	P21477
P21707	P21707
P21728	P21728
P22138	P22138
P22203	P22203
P22224	P22224
P22362	P22362
P22666	P22666
P22685	P22685
P23025	P23025
P23638	P23638
P23638	P25789
P23644	P23644
P23662	P23662
P23968	P23968
P24251	P24251
P24279	P24279
P24311	P24311
P24311	P13183
P24482	P24482
P24732	P24732
P24941	P24941
P24964	P24964
P24964	A0A286SF60
P25043	P25043
P25043	Q99436
P25090	P25090
P25205	P25205
P25205	Q9XYU1
P25293	P25293
P25342	P25342
P25359	P25359
P25441	P25441
P25515	P25515
P25515	P32842
P25569	P25569
P25632	P25632
P25786	P25786
P25787	P25787
P25788	P25788
P25788	P21242
P25929	P25929
P26288	P26288
P26288	A0A1B1W4Z0
P26288	Q8DKY0
Q7DGD4	Q7DGD4
Q7DGD4	P59087
Q7DGD4	O19930
Q7DGD4	Q9TM23
Q7DM26	Q7DM26
Q7DM26	Q05093
Q7DM26	A0A2P6TT36
Q7DM26	A0A4V8GZZ6
Q7DM26	C1K003
Q7DM26	A0A7S3VHS4
Q7DM26	I0YQ45
Q7K2Q8	Q7K2Q8
